fid,ele,dist_cum,lat,lon
561,2492.21,275373.993785302,34.172082,-116.714767
562,2494.8,275877.993553054,34.176458,-116.713296
563,2539.97,276315.911282421,34.180179,-116.711709
564,2575.63,276722.738340627,34.183841,-116.711952
565,2625.93,277348.431105384,34.18911,-116.714375
566,2626.4,277988.721384847,34.194498,-116.716867
567,2642.59,278545.75441935,34.199514,-116.71658
568,2612.51,279234.13015082,34.205597,-116.718058
569,2554.76,279858.779337733,34.209034,-116.723427
570,2501.95,280194.11720989,34.208531,-116.727015
571,2438.12,280418.995133228,34.210244,-116.72832
572,2397.6,280735.233455714,34.208318,-116.73085
573,2338.01,281520.404909366,34.212555,-116.737675
574,2309.54,282053.880725322,34.216316,-116.741283
575,2262.43,282487.255800978,34.218561,-116.745132
576,2220.51,282899.345583513,34.221401,-116.748015
577,2181.09,283685.644801861,34.228012,-116.751094
578,2136,284360.524922426,34.234093,-116.750863
579,2098.45,284607.00883429,34.235962,-116.749416
580,2169.22,285014.785371509,34.239166,-116.751586
581,2175.01,285587.116880319,34.24322,-116.755429
582,2148.86,286611.170312298,34.249606,-116.763457
583,2149.67,287526.244542295,34.256958,-116.767963
584,2123.04,288035.090829759,34.261536,-116.768313
585,2101.32,288534.600256569,34.265909,-116.767019
586,2081.94,289178.819992012,34.271619,-116.768296
587,2117.29,289475.194280731,34.274255,-116.768821
588,2125.5,290094.307869812,34.274949,-116.775492
589,2146.49,290450.730100477,34.277676,-116.777539
590,2147.06,291007.446797037,34.279545,-116.78315
591,2121.36,291761.452782951,34.283494,-116.789815
592,2081.7,292227.023767203,34.287519,-116.791248
593,2069.56,292564.133659681,34.28741,-116.794907
594,2114.24,292908.029289584,34.287132,-116.798627
595,2083.28,293536.51344009,34.290944,-116.803677
596,2093.84,294327.161675209,34.297711,-116.806374
597,2108.63,295318.568067956,34.303646,-116.814426
598,2090.94,296109.87087744,34.302247,-116.822855
599,2113.38,296971.135053444,34.295089,-116.826479
600,2204.53,297599.113571224,34.291798,-116.832029
601,2279.45,297841.239743841,34.291401,-116.834615
602,2354.05,298660.230852665,34.296065,-116.841511
603,2369.38,299293.627635987,34.301092,-116.844774
604,2361,299848.480644488,34.29666,-116.847568
605,2335.1,300393.961782475,34.293291,-116.851884
606,2334.72,301025.67719278,34.292629,-116.858699
607,2287.61,301439.50150266,34.291756,-116.863069
608,2249.06,302097.764058202,34.288092,-116.868693
609,2232.81,303092.728536447,34.28997,-116.87926
610,2212.23,303495.550996203,34.290004,-116.883635
611,2254.84,303841.327191549,34.287439,-116.885769
612,2290.06,304417.926963911,34.286814,-116.891986
613,2319.19,304838.535211737,34.286306,-116.896513
614,2357.74,305168.557404866,34.285953,-116.900072
615,2367.14,305654.110799126,34.284038,-116.904814
616,2351.01,306269.877198497,34.281143,-116.91052
617,2310.9,306513.784698875,34.283297,-116.909988
618,2305.31,307188.698580709,34.284105,-116.917253
619,2338.42,307815.476565129,34.284248,-116.924058
620,2361.48,308421.908665561,34.286866,-116.92984
621,2387.61,308719.473268788,34.288626,-116.932279
622,2383.67,309276.957916065,34.291941,-116.93683
623,2399.19,309764.556799831,34.293983,-116.94152
624,2363.8,310240.16852175,34.296678,-116.945538
625,2331.31,310744.644558158,34.300339,-116.948789
626,2287.36,311379.655978192,34.303725,-116.954351
627,2248.56,311764.98293584,34.301428,-116.957491
628,2206.48,312131.560616174,34.298493,-116.959321
629,2166.95,312633.906677056,34.299689,-116.964584
630,2141.8,312888.611993992,34.297749,-116.966064
631,2105.1,313272.52722734,34.298054,-116.970218
632,2068.45,313722.218812925,34.298418,-116.975083
633,2041.42,314044.275378615,34.299059,-116.978495
634,2005.41,314303.585607837,34.301338,-116.977868
635,1987.57,314871.372208072,34.300836,-116.984006
636,1978.6,315533.542206914,34.298529,-116.99064
637,1954.43,315942.373354735,34.296413,-116.994276
638,1956.5,316576.964309266,34.291284,-116.997329
639,1958.09,317090.434075145,34.289131,-117.002266
640,1965.39,317438.720759244,34.287248,-117.005293
641,1950.46,318065.548305854,34.282857,-117.009578
642,1936.07,318637.050990243,34.27953,-117.014317
643,1902.92,319198.902378176,34.279167,-117.020403
644,1871.1,319752.753885688,34.279821,-117.026366
645,1831.99,320200.982353283,34.281138,-117.030968
646,1783.65,320533.766243683,34.281373,-117.034571
647,1754.4,320816.070197559,34.279447,-117.036575
648,1740.95,321140.145183705,34.278316,-117.03982
649,1721.49,321487.723384944,34.279557,-117.043286
650,1703.4,321731.385711093,34.278493,-117.045601
651,1673.27,322483.375159045,34.275003,-117.052602
652,1647.61,323034.622792278,34.277916,-117.057452
653,1624.53,323482.583047807,34.278144,-117.062309
654,1621.63,324081.217115754,34.278608,-117.068786
655,1592.4,324447.388180543,34.277601,-117.072573
656,1605.86,325011.641570768,34.276082,-117.078421
657,1585.38,325491.592264836,34.277885,-117.083159
658,1595.97,326075.22256655,34.275654,-117.088899
659,1601.56,326636.4840198,34.274356,-117.09479
660,1603.16,327105.141399821,34.273364,-117.099737
661,1572.76,327655.295691843,34.27332,-117.105711
662,1544.93,328499.950464359,34.273379,-117.114883
663,1509.45,329055.212630094,34.273867,-117.120884
664,1481.74,329358.413630783,34.275442,-117.123575
665,1453.81,329787.455448952,34.272548,-117.126666
666,1407.28,330006.426994863,34.274152,-117.128052
667,1420.5,330467.757102431,34.27829,-117.128553
668,1417.07,331029.998090499,34.283263,-117.129733
669,1371.8,331576.494653913,34.287917,-117.127786
670,1352.27,331909.896788573,34.290751,-117.128992
671,1352.83,332284.775881447,34.293444,-117.126532
672,1339.7,332619.62619003,34.296261,-117.125225
673,1312.27,333119.895111331,34.300725,-117.125998
674,1292.71,333485.615995703,34.302429,-117.129399
675,1283.55,333934.525766312,34.305912,-117.131882
676,1273.24,334425.379484264,34.307252,-117.136964
677,1301,334939.11699972,34.311703,-117.138506
678,1267.2,335529.292925644,34.316756,-117.140513
679,1217.61,336093.139003118,34.320129,-117.145096
680,1226.74,336438.74461003,34.322624,-117.147345
681,1218.45,336785.849390071,34.323154,-117.151062
682,1202.84,337138.050395725,34.325674,-117.15339
683,1163.51,337900.148448579,34.329084,-117.160579
684,1151.39,338308.716098845,34.332582,-117.161969
685,1152.96,338805.035420267,34.336716,-117.164032
686,1170.8,339388.574231982,34.338337,-117.170065
687,1123.21,339880.009282614,34.34115,-117.174191
688,1077.08,340425.071617361,34.339319,-117.179688
689,1123.66,340824.941521151,34.340726,-117.183689
690,1074.35,341317.97382659,34.342169,-117.188757
691,1060.95,341566.486057084,34.341758,-117.191412
692,1023.84,342000.749795192,34.342593,-117.196023
693,1029.92,342368.250117608,34.344095,-117.199583
694,1021.8,342819.986973366,34.343162,-117.204362
695,1020.04,343299.688695536,34.341492,-117.209171
696,1016.27,344255.959639971,34.343747,-117.219202
697,1017.21,344738.125147588,34.342872,-117.224335
698,1009.09,345437.529600284,34.347049,-117.230029
699,949.93,345772.151356049,34.344434,-117.231842
700,915.79,346531.019150645,34.340987,-117.238966
701,953.79,347576.754995931,34.334293,-117.246968
702,1038.01,348048.06669721,34.33041,-117.249047
703,1075.43,348472.034827153,34.326588,-117.249045
704,1072.71,348917.350399642,34.322732,-117.247699
705,1058.97,349242.487848658,34.32169,-117.251001
706,1060.08,349677.651707467,34.322188,-117.255691
707,1048.31,349908.752686624,34.320824,-117.257589
708,1028.65,350343.961230492,34.317553,-117.2602
709,1027.27,350728.143637473,34.315858,-117.26384
710,1023.73,351202.257334109,34.31185,-117.265629
711,1055.03,351628.664589121,34.312305,-117.270229
712,1097.04,352049.163070892,34.308539,-117.27075
713,1082.17,352404.178016977,34.305342,-117.270928
714,1102.13,352741.446298658,34.305462,-117.274589
715,1087.06,352974.670380799,34.304048,-117.276464
716,1088.97,353219.125073875,34.304392,-117.279087
717,1064.94,353545.685783474,34.304343,-117.282634
718,1056.99,353811.620679379,34.303922,-117.285478
719,1053.8,354147.345945733,34.304096,-117.289119
720,1040.67,354441.216840305,34.303845,-117.292297
721,1035.65,354772.193489615,34.304367,-117.295837
722,1044.52,355155.978333017,34.303403,-117.299841
723,1045.81,355579.187838034,34.303811,-117.304412
724,1022.8,356041.166901693,34.305932,-117.308731
725,971,356405.37686003,34.306545,-117.312618
726,974.85,357380.918336919,34.308394,-117.322979
727,1012.31,358067.84994563,34.305845,-117.32978
728,1038.64,358354.179020455,34.303285,-117.330178
729,1036.34,358698.548216252,34.300717,-117.33228
730,1034.91,359017.232585489,34.29917,-117.335197
731,1031.77,359253.931100332,34.29706,-117.334814
732,1036.33,359403.325836545,34.295893,-117.334004
733,1089.06,359791.575363716,34.293251,-117.331238
734,1091.6,360145.950939265,34.290425,-117.333033
735,1096.99,360465.37562422,34.288547,-117.335663
736,1085.39,360867.962622238,34.288105,-117.340003
737,1060.86,361219.816355297,34.28878,-117.343737
738,1048.73,361503.321457621,34.289119,-117.346789
739,1037.22,361890.532480775,34.28859,-117.350946
740,1046.8,362531.797191277,34.288424,-117.357908
741,1069.62,363107.566565446,34.289108,-117.364107
742,1087.51,363523.451752312,34.289096,-117.368624
743,1097.32,363762.91580518,34.2878,-117.370704
744,1124.32,364000.983377661,34.287723,-117.373288
745,1131.67,364237.35203761,34.28634,-117.375241
746,1178.07,364381.872113834,34.286721,-117.376742
747,1201.93,364638.508799929,34.288764,-117.375434
748,1222.99,364900.335849521,34.291035,-117.374659
749,1247.62,365166.462655296,34.293159,-117.376003
750,1243.88,365572.770686649,34.296101,-117.378632
751,1209.47,365830.523436995,34.2979,-117.380404
752,1167.29,366223.60829789,34.298754,-117.384548
753,1155.64,366556.87479215,34.301429,-117.386196
754,1159.52,366952.898132292,34.304182,-117.388935
755,1155.81,367326.770941077,34.306037,-117.392326
756,1144.89,367775.984710618,34.308535,-117.396167
757,1108.66,368282.484929618,34.311383,-117.400468
758,1083.64,368762.476461476,34.312764,-117.40541
759,1095.81,369220.59350053,34.313052,-117.410375
760,1136.42,369442.351855078,34.314768,-117.409139
761,1155.85,369914.363264549,34.316528,-117.413808
762,1151.96,370257.733661073,34.318133,-117.416998
763,1134.34,370682.256045462,34.318883,-117.421521
764,1160.75,371229.732280804,34.318377,-117.427438
765,1175.1,371687.339163152,34.317311,-117.432241
766,1183.01,371949.464808195,34.316356,-117.434846
767,1214.96,372129.421338619,34.317948,-117.435222
768,1169.08,372557.590436163,34.317503,-117.439843
769,1143.44,373029.658102059,34.318674,-117.444774
770,1124.84,373168.694042332,34.318337,-117.446229
771,1095.93,373627.512557831,34.318317,-117.451214
772,1035.39,373930.351952485,34.316281,-117.453406
773,1019.69,374177.72939985,34.31692,-117.455981
774,971.57,374743.137292916,34.314935,-117.461639
775,950.94,375364.091564012,34.309379,-117.462462
776,925.71,375717.04119453,34.306885,-117.464843
777,912.98,375968.159641471,34.304641,-117.465203
778,926.51,376297.080473317,34.302696,-117.4679
779,928.14,376581.440006852,34.30024,-117.468785
780,913.43,376869.566806887,34.297675,-117.468292
781,937.51,377125.057543243,34.296176,-117.470399
782,950.13,377469.764199224,34.294,-117.473072
783,985.12,377797.786340658,34.293587,-117.4766
784,1016.71,378021.732596434,34.292339,-117.478512
785,1061.66,378444.71302818,34.288531,-117.47875
786,1090.33,379039.5332709,34.290475,-117.484771
787,1050.4,379434.790477135,34.292657,-117.488165
788,1063.39,379865.942711368,34.295582,-117.491249
789,1086.81,380185.043309011,34.295941,-117.494688
790,1094.91,380561.852434391,34.296605,-117.498702
791,1088.67,381153.933107365,34.298311,-117.504796
792,1098.95,381563.013708685,34.296351,-117.50856
793,1133.8,381899.548669342,34.293344,-117.508075
794,1164.64,382193.152906043,34.290701,-117.508246
795,1205.57,382582.718718858,34.2881,-117.511089
796,1248.32,382909.250596115,34.285638,-117.513033
797,1324.05,383225.236608127,34.286043,-117.51643
798,1349.96,383509.997802535,34.288511,-117.515579
799,1395.15,383954.139498919,34.289979,-117.520067
800,1437.57,384249.537062169,34.292239,-117.521764
801,1497.89,384761.413166028,34.287948,-117.523809
802,1576.35,385453.798444973,34.292377,-117.529108
803,1611.82,385892.725645013,34.293197,-117.533772
804,1624.31,386713.908120433,34.296945,-117.541464
805,1661.67,387461.388671646,34.300279,-117.54852
806,1685.5,387941.113839298,34.302587,-117.552927
807,1729.52,388741.412656926,34.307418,-117.559384
808,1771.21,389264.038538119,34.308384,-117.564941
809,1824.45,389720.247839675,34.311374,-117.568344
810,1854.91,390250.929062142,34.313899,-117.573241
811,1931.78,391040.697178544,34.31156,-117.581345
812,1995.65,391730.769661138,34.310183,-117.588656
813,2015.28,392728.581816598,34.317733,-117.594549
814,2077.01,392995.589125672,34.320005,-117.595507
815,2104.95,393509.127843038,34.320841,-117.600995
816,2213.01,394301.285982387,34.326582,-117.606114
817,2279.46,394831.706056901,34.324787,-117.611456
818,2330.05,395314.776113926,34.327685,-117.615374
819,2368.08,395824.605835168,34.326307,-117.620659
820,2426.77,396275.398225717,34.328081,-117.625066
821,2507.48,396657.129300011,34.330919,-117.627412
822,2544.71,397379.511062237,34.329926,-117.63517
823,2534.71,397811.143254611,34.332041,-117.639107
824,2507.35,398402.437441383,34.337186,-117.640787
825,2476.99,399110.710251443,34.338171,-117.648392
826,2517.47,399856.407775033,34.341495,-117.655436
827,2560.7,400654.093849856,34.344189,-117.663474
828,2573.35,401118.60739404,34.347775,-117.666081
829,2557.16,401782.069951846,34.350697,-117.672373
830,2510.95,402239.863039286,34.354372,-117.674637
831,2478.12,403131.198956076,34.356879,-117.683842
832,2411.95,403811.190151244,34.361056,-117.689252
833,2401.18,404411.83863064,34.365793,-117.692415
834,2341.8,405136.601762213,34.369148,-117.699176
835,2252.52,405791.856251885,34.371567,-117.705675
836,2272.35,406739.113432479,34.375202,-117.714994
837,2257.53,407482.347645776,34.378017,-117.722327
838,2252.05,407826.080603546,34.379912,-117.725284
839,2260.79,408416.660880426,34.382228,-117.731066
840,2259.06,409259.551454756,34.383428,-117.740116
841,2260.81,409965.923078132,34.382194,-117.747651
842,2188.24,410521.136130995,34.377313,-117.748987
843,2082.32,410959.268973618,34.373373,-117.748654
844,2010.67,411272.421231966,34.373705,-117.752035
845,2105.52,411658.605026439,34.372734,-117.756067
846,2239.79,411906.608171012,34.370536,-117.755574
847,2305.94,412075.474198123,34.370451,-117.757407
848,2443.58,412403.400081826,34.3677,-117.758712
849,2540.34,412654.33341084,34.366502,-117.761026
850,2630.95,412898.648955388,34.364312,-117.760744
851,2734.27,413123.61001268,34.362405,-117.761576
852,2801.71,413278.95094725,34.361157,-117.762342
853,2748.47,414060.302297135,34.360804,-117.770825
854,2699.32,414727.839416886,34.360162,-117.77804
855,2643.99,415251.097546919,34.359757,-117.783707
856,2618.05,416291.876846868,34.354761,-117.793283
857,2702.58,416841.841144318,34.351272,-117.79753
858,2682.11,417605.434296305,34.346069,-117.802964
859,2607.22,418379.217704956,34.341694,-117.809514
860,2546.74,419183.414933179,34.340772,-117.818183
861,2441,419725.858556265,34.340957,-117.824074
862,2368.18,419898.809274475,34.341963,-117.82551
863,2282.72,420494.864019401,34.345998,-117.829788
864,2274.31,421051.32720042,34.347696,-117.835479
865,2261.23,421708.688124391,34.352081,-117.840285
866,2185.72,422096.829487473,34.354388,-117.843457
867,2068.39,422739.829741788,34.356556,-117.849939
868,2067.32,423128.193018414,34.358563,-117.853398
869,2201.02,423719.320137987,34.363711,-117.855058
870,2344.48,424014.718144394,34.364002,-117.85825
871,2333.42,424368.447004227,34.365976,-117.86127
872,2213.92,424845.551231546,34.36505,-117.866335
873,2118.67,425114.242687504,34.364641,-117.869214
874,2046.27,425480.569599211,34.36164,-117.870876
875,2083.95,426054.873019399,34.358759,-117.876063
876,2035.78,426333.536148543,34.356492,-117.877368
877,1969.88,426939.028315157,34.353051,-117.882477
878,1924.51,427305.449834843,34.356256,-117.883441
879,1884.85,427414.803977629,34.356322,-117.882255
880,1859.02,427727.732672253,34.358839,-117.880719
881,1857.8,427950.022930798,34.358262,-117.883033
882,1877.64,428350.571714363,34.359575,-117.887089
883,1825.79,428875.1981824,34.3591,-117.892763
884,1781.97,429345.11607074,34.363207,-117.894015
885,1732.2,429821.400531848,34.362946,-117.899183
886,1738.8,430279.935389958,34.360881,-117.903501
887,1841.03,431005.046734427,34.360436,-117.911365
888,1903.84,431746.312111952,34.361363,-117.919345
889,1938.39,432184.990717759,34.362923,-117.923727
890,2001.77,432473.447594259,34.365494,-117.924197
891,2044.93,433074.34513759,34.363541,-117.93029
892,2041.8,433651.514024229,34.359622,-117.926163
893,1998.36,434000.893137374,34.356806,-117.927864
894,2042.18,434431.867677067,34.353634,-117.930569
895,2111.68,434711.144309208,34.352384,-117.933204
896,2109.05,435043.824583727,34.35215,-117.936809
897,2065.25,435730.689018881,34.352347,-117.944271
898,2005.54,435855.893831783,34.351221,-117.944365
899,1957.33,436230.213837125,34.349,-117.947428
900,1906.44,436662.803536715,34.349487,-117.952093
901,1905.5,437270.083448879,34.352162,-117.957852
902,1912.75,437917.775111495,34.349325,-117.964005
903,1908.64,438394.829625775,34.3455,-117.966375
904,1865.51,439081.416693412,34.342139,-117.972641
905,1834.46,439399.103911426,34.342027,-117.976091
906,1816.88,439779.475883852,34.342646,-117.980157
907,1806.57,440059.571102696,34.343316,-117.983092
908,1810.33,440599.373539813,34.348125,-117.982195
909,1801.06,440913.008869554,34.350695,-117.980774
910,1795.92,441280.866047949,34.353978,-117.981338
911,1805.22,441522.021608559,34.353638,-117.983927
912,1771.34,441801.909984352,34.354238,-117.986882
913,1730.27,442078.805966472,34.353481,-117.98975
914,1722.73,442333.443056613,34.355572,-117.990892
915,1709.31,442603.934624291,34.357964,-117.990321
916,1668.98,443011.495548071,34.361638,-117.990293
917,1646.39,443281.072518361,34.364053,-117.99062
918,1622.79,443581.473305941,34.366417,-117.992213
919,1627.49,443786.914837459,34.368169,-117.992937
920,1620.75,444410.10568203,34.371342,-117.998528
921,1676.87,444777.194577331,34.373031,-118.00196
922,1710.85,445004.494366166,34.373652,-118.004315
923,1723.29,445308.893298346,34.373698,-118.007624
924,1746.02,445634.198584629,34.375406,-118.010499
925,1759.46,445796.649105801,34.375913,-118.012156
926,1779.46,446158.451365261,34.375793,-118.016087
927,1814.25,446705.479841599,34.37158,-118.019178
928,1849.72,446993.376965971,34.373503,-118.02128
929,1918.17,447430.350848095,34.377311,-118.022496
930,1964.97,448052.451109199,34.381397,-118.027129
931,2014.38,448656.873582869,34.386793,-118.028041
932,2038.32,449124.780373254,34.390568,-118.030311
933,2064.76,449539.712694152,34.387921,-118.033499
934,2029.7,450480.638380654,34.381099,-118.039579
935,1970.08,451113.563712364,34.386459,-118.041938
936,1941.07,451867.729670492,34.389461,-118.049296
937,1942.33,452436.522714256,34.392404,-118.054361
938,1895.73,452969.247041161,34.397202,-118.054114
939,1848.52,453246.35234481,34.396448,-118.056987
940,1780.05,453579.716161409,34.393684,-118.05841
941,1717.73,454016.944818082,34.38984,-118.059461
942,1679.02,454504.150359817,34.386447,-118.062825
943,1640.28,455182.37721504,34.389491,-118.069221
944,1608.29,455466.111070991,34.387362,-118.070931
945,1552.44,455828.21769634,34.388769,-118.074484
946,1525.58,456197.5036905,34.388485,-118.078485
947,1495.94,456626.452733863,34.391618,-118.081219
948,1546.55,457024.775889185,34.395189,-118.080765
949,1622.33,457592.660355362,34.399125,-118.084714
950,1700.62,458260.519478643,34.400813,-118.091686
951,1727.05,458891.395595907,34.399017,-118.098196
952,1721.53,459542.113970506,34.397407,-118.105001
953,1690.98,460216.173339572,34.39408,-118.111135
954,1679.45,460681.275859813,34.391618,-118.115229
955,1686.83,461240.846472874,34.387925,-118.119374
956,1700.76,461879.558839476,34.385414,-118.125624
957,1701.89,462510.71157485,34.386189,-118.132423
958,1706.51,462957.771574403,34.386842,-118.13722
959,1731.75,463504.766483182,34.382541,-118.140129
960,1690.77,463750.875632592,34.380679,-118.138674
961,1634.8,464210.823626294,34.382584,-118.143116
962,1580.49,464841.225458436,34.383273,-118.14992
963,1648.13,465398.856721569,34.386769,-118.154277
964,1651.25,465877.480706329,34.38276,-118.156201
965,1672.62,466382.06960862,34.379387,-118.159882
966,1733.4,466882.06633727,34.379962,-118.165274
967,1789.34,467089.694553815,34.380978,-118.16717
968,1821.81,467468.345704144,34.380143,-118.171162
969,1858.67,467834.132486965,34.378841,-118.174816
970,1910.81,468343.329884905,34.38113,-118.179615
971,1900.41,468662.232869603,34.380263,-118.182921
972,1782.96,469494.448562642,34.382101,-118.191694
973,1725.86,469950.663565255,34.383292,-118.196442
974,1713.93,470356.705136395,34.383308,-118.200857
975,1656.62,470923.79059435,34.379364,-118.20478
976,1619.42,471277.116702177,34.378228,-118.208369
977,1629.3,471834.869816566,34.379187,-118.214322
978,1654.48,472447.217159611,34.379321,-118.220978
979,1699.49,472994.319710077,34.377592,-118.226549
980,1622.64,473411.304001542,34.380695,-118.229108
981,1524.79,473916.621598165,34.381587,-118.234496
982,1452.89,474522.614048813,34.384579,-118.240009
983,1387.67,474875.185442686,34.385354,-118.243727
984,1329.02,475339.744513368,34.386749,-118.24849
985,1267.66,475723.571880478,34.388504,-118.252087
986,1244.13,476161.837377519,34.392344,-118.250966
987,1239.79,476603.456174208,34.396264,-118.251804
988,1253.49,476926.426484558,34.397887,-118.248888
989,1242.47,477163.226586503,34.398635,-118.246476
990,1223.49,477468.134776355,34.397156,-118.243681
991,1127.13,477959.498740979,34.401574,-118.244066
992,1043.04,478582.069078839,34.407167,-118.244627
993,1016.02,478822.604690908,34.408272,-118.246878
994,918.92,479433.359689294,34.413356,-118.249428
995,852.24,479928.771886478,34.417763,-118.250301
996,815.51,480069.597788375,34.418123,-118.25177
997,865.6,480392.212399956,34.418042,-118.255278
998,874.36,480684.162327388,34.420127,-118.257216
999,906.46,480992.306867627,34.421341,-118.260231
1000,918.74,481428.490138589,34.425155,-118.259077
1001,871.51,481792.061718648,34.428081,-118.260859
1002,825.13,482621.726102699,34.430339,-118.269464
1003,807.16,482925.292669268,34.432232,-118.271849
1004,800.02,483215.294373042,34.433609,-118.274531
1005,738.84,483693.984746072,34.43688,-118.277928
1006,686.14,484161.554990813,34.437161,-118.272852
1007,691.96,484570.925351036,34.440426,-118.270776
1008,759.88,485053.513991737,34.444128,-118.273534
1009,809.3,485342.560457857,34.446411,-118.272018
1010,867.06,485754.863560255,34.449731,-118.270001
1011,890.44,486179.002560346,34.453541,-118.269614
1012,875.32,486642.063305455,34.457501,-118.271208
1013,860.51,487190.608139171,34.461792,-118.274175
1014,858.4,487386.759355957,34.463014,-118.275718
1015,838.43,487691.0177279,34.463242,-118.279018
1016,903.04,488003.056625799,34.46285,-118.282381
1017,942.27,488369.62359106,34.465921,-118.283854
1018,938.53,488730.343877276,34.468042,-118.28683
1019,876.73,489075.54995422,34.470351,-118.289349
1020,794.75,489522.428583014,34.474363,-118.28891
1021,780.27,489886.449598688,34.47712,-118.291059
1022,770.59,490185.826277137,34.476039,-118.294045
1023,757.84,490598.432556181,34.475918,-118.298534
1024,728.04,491114.595377414,34.474659,-118.303943
1025,718.23,491819.386344404,34.477853,-118.310575
1026,707.11,492301.887902431,34.476837,-118.315682
1027,756.69,493287.036971905,34.484585,-118.310441
1028,772.98,493963.837960938,34.488214,-118.316364
1029,768.79,495160.089654571,34.495074,-118.326413
1030,773.12,495283.520843839,34.496186,-118.326366
1031,802.42,497155.819543521,34.512117,-118.319633
1032,842.96,498289.280634277,34.522309,-118.320507
1033,887.37,498966.026069517,34.526294,-118.314926
1034,893.51,499306.607034903,34.529345,-118.314512
1035,877.07,500010.246426667,34.534701,-118.310406
1036,875.25,500406.058323077,34.538098,-118.309087
1037,945.21,501049.18680143,34.543857,-118.309893
1038,1007.77,501387.846992268,34.546849,-118.310626
1039,1074.36,502119.191096901,34.552004,-118.315593
1040,1158.25,502631.502088207,34.556614,-118.315926
1041,1252.53,502972.400623339,34.559686,-118.31583
1042,1248.8,503385.445432777,34.560173,-118.320292
1043,1322.63,503825.494281362,34.563536,-118.322835
1044,1369.45,504302.323592487,34.565634,-118.32737
1045,1354.61,504985.997292043,34.567236,-118.320176
1046,1323.28,505409.283714267,34.569405,-118.316381
1047,1266.47,505896.124436025,34.573627,-118.317829
1048,1211.7,506251.557329712,34.575805,-118.32067
1049,1155.12,507165.110693365,34.577335,-118.330453
1050,1084.4,507733.941697794,34.58078,-118.325861
1051,1020.26,508110.200756244,34.582748,-118.322521
1052,1051.94,508642.672982899,34.587514,-118.321832
1053,1076.96,509162.479300064,34.588966,-118.327219
1054,1071.38,509505.310061921,34.590639,-118.330361
1055,1042.27,509938.027733076,34.591054,-118.335051
1056,1085.38,510332.805566932,34.588051,-118.33736
1057,1176.47,511037.055802915,34.594387,-118.33784
1058,1241.65,511656.538806522,34.599495,-118.340569
1059,1272.5,512114.419403702,34.601594,-118.344867
1060,1304.46,512375.637071843,34.601971,-118.347678
1061,1294.07,512806.305168653,34.603468,-118.35201
1062,1246.4,512975.702795388,34.604993,-118.352105
1063,1206.34,513378.964188023,34.607039,-118.348471
1064,1169.63,513848.955796796,34.607018,-118.353595
1065,1145.28,514359.279649186,34.60841,-118.358898
1066,1134.2,514728.27008912,34.609433,-118.362726
1067,1158.78,514997.85553271,34.611203,-118.36474
1068,1144.47,515294.010765989,34.612428,-118.367609
1069,1168.97,515528.66221239,34.612357,-118.370166
1070,1176.72,515653.123441626,34.612603,-118.37149
1071,1182.53,515897.97758994,34.611117,-118.373464
1072,1168.65,516192.432532634,34.610818,-118.376654
1073,1163.1,516465.754188469,34.612061,-118.379227
1074,1136.83,516766.109759861,34.614767,-118.379337
1075,1141.1,517306.244711284,34.618596,-118.375699
1076,1114.89,517683.406169621,34.621177,-118.373022
1077,1106.13,518079.380577315,34.623222,-118.376561
1078,1066.39,518382.591775184,34.625697,-118.377964
1079,1081.24,518600.142859516,34.627536,-118.378788
1080,1093.26,518834.939473493,34.627753,-118.381335
1081,1121.21,519136.063397163,34.628723,-118.384402
1082,1116.03,519419.825150746,34.626953,-118.386636
1083,1128.68,519853.373076276,34.625961,-118.391209
1084,1073.84,520259.999027794,34.629599,-118.391751
1085,1035.16,520786.411648916,34.633965,-118.389502
1086,1074.31,521160.206321009,34.635976,-118.392773
1087,1129.03,521527.254409002,34.634938,-118.396574
1088,1187.37,521887.037937445,34.638093,-118.397483
1089,1265.16,522392.262367053,34.639745,-118.402618
1090,1291.72,522954.992674825,34.643558,-118.406666
1091,1268.22,523280.119789595,34.645995,-118.408636
1092,1241.44,523723.356933724,34.646928,-118.413337
1093,1176.87,524223.129161739,34.64785,-118.418673
1094,1169.25,524858.146215563,34.646376,-118.425366
1095,1170.67,525272.354768521,34.645822,-118.429834
1096,1183.1,525692.979851645,34.646269,-118.43439
1097,1167.16,526039.68635931,34.647239,-118.437985
1098,1174.72,526242.045587195,34.648173,-118.439881
1099,1165.13,526520.507378258,34.64914,-118.442684
1100,1144.81,526943.900150161,34.651769,-118.446032
1101,1106.01,527253.653315414,34.652981,-118.449076
1102,1062.71,527559.421817554,34.653601,-118.452326
1103,1009.08,527822.791569565,34.655116,-118.454538
1104,949.25,528150.365957162,34.656202,-118.457861
1105,918.57,528511.840499973,34.658472,-118.46069
1106,969.58,528912.520000971,34.6617,-118.462651
1107,1009.1,529044.003687131,34.66216,-118.463973
1108,1049.99,529111.607954059,34.662614,-118.464465
1109,1135.43,529615.076469851,34.666847,-118.466446
1110,1208.37,530085.752323248,34.670328,-118.469382
1111,1271.48,530295.725569335,34.669741,-118.47156
1112,1292.82,530677.058390864,34.671139,-118.475361
1113,1318.25,531100.569022153,34.673249,-118.479212
1114,1361.52,531508.286503401,34.674573,-118.483362
1115,1355.43,532043.511941603,34.676172,-118.488872
1116,1376.53,532666.004423866,34.680082,-118.493744
1117,1360.45,533036.404863952,34.683151,-118.495336
